image_id,tag_id,tag_name,votes_1,votes_2,votes_3,votes_4,votes_5,votes_6,votes_7,votes_8,votes_9,votes_10
405724,14,Landscape,5,13,26,55,53,21,3,1,3,1
402939,15,Nature,0,0,3,8,30,57,47,25,7,0
404401,15,Nature,1,0,9,28,54,43,20,10,3,1
405796,15,Nature,0,1,7,19,59,49,24,11,3,1
405125,14,Landscape,12,11,38,58,44,9,3,2,2,1
404792,14,Landscape,1,2,4,20,44,44,27,20,3,3
404016,15,Nature,0,1,5,17,32,46,30,17,13,6
405162,18,Still Life,0,1,6,11,26,33,26,34,24,19
405442,20,Architecture,1,3,7,16,54,52,29,12,1,3
404935,14,Landscape,1,0,3,7,37,65,43,16,9,4
402890,14,Landscape,0,2,5,25,61,41,24,12,6,2
405699,7,Sky,1,8,17,54,58,30,8,3,2,2
402592,7,Sky,1,1,6,28,45,50,25,7,4,0
405185,18,Still Life,2,14,24,48,52,20,7,5,3,0
402865,15,Nature,2,2,16,21,61,35,18,8,1,1
405338,14,Landscape,1,5,5,13,42,49,28,15,10,5
404492,15,Nature,6,7,17,35,48,25,15,9,3,2
402762,20,Architecture,0,5,4,26,62,54,11,6,2,1
405950,15,Nature,3,0,19,42,53,30,18,12,2,0
402663,14,Landscape,2,3,2,13,53,47,33,13,7,6
404411,15,Nature,0,4,6,26,56,37,20,11,3,4
402672,27,Rural,0,0,10,20,54,56,27,10,2,1
404993,18,Still Life,2,5,13,22,43,60,21,16,7,4
402846,14,Landscape,1,0,6,22,48,45,25,6,5,4
405519,15,Nature,1,4,9,27,51,47,22,14,4,1
405234,15,Nature,1,1,3,11,37,51,34,18,10,3
403295,27,Rural,0,0,2,8,34,58,41,25,6,2
403278,7,Sky,3,3,16,36,52,35,12,4,2,2
404366,15,Nature,0,0,5,17,45,51,28,18,4,0
403329,14,Landscape,13,24,41,44,28,11,1,1,1,0
404832,20,Architecture,0,3,7,26,54,48,18,4,2,3
405233,14,Landscape,1,8,17,40,57,23,20,8,3,0
405831,2,Cityscape,0,1,13,24,70,52,12,6,1,1
404198,2,Cityscape,4,10,20,58,46,14,5,4,1,0
404156,18,Still Life,2,3,12,41,63,28,13,5,3,0
402503,2,Cityscape,0,0,4,9,40,51,38,25,14,5
405954,18,Still Life,1,1,10,20,51,49,23,15,4,4
404070,15,Nature,0,3,16,29,51,46,9,10,1,3
405542,20,Architecture,0,0,4,16,54,66,29,10,4,4
405996,15,Nature,4,12,25,54,43,16,4,2,0,0
405171,15,Nature,0,3,15,36,71,36,14,5,3,1
404134,18,Still Life,1,7,8,20,61,35,25,9,3,3
404641,18,Still Life,1,7,15,34,60,22,11,7,4,1
405122,15,Nature,0,1,11,16,45,61,28,6,6,3
403477,14,Landscape,1,6,15,41,53,31,10,1,2,1
405727,15,Nature,1,5,4,22,42,48,24,11,6,4
404686,14,Landscape,2,8,6,26,50,45,23,11,2,5
405001,2,Cityscape,1,1,5,9,35,61,23,20,5,3
405463,15,Nature,1,6,15,49,54,24,9,5,0,0
404756,15,Nature,0,4,14,31,56,36,20,7,4,1
405436,15,Nature,3,10,16,41,60,25,14,7,2,1
405940,20,Architecture,0,2,12,27,78,39,11,5,4,1
406053,15,Nature,0,1,8,20,53,57,23,13,9,3
405965,20,Architecture,0,1,14,21,69,45,16,5,0,2
405793,14,Landscape,2,6,9,31,73,36,13,7,2,0
405792,15,Nature,0,5,8,30,44,36,28,11,6,4
404951,14,Landscape,0,1,6,8,24,43,49,31,14,9
404825,2,Cityscape,0,0,2,4,39,46,46,25,5,5
404161,15,Nature,0,1,9,15,46,46,30,17,14,9
405168,28,Water,0,1,11,33,54,42,18,10,3,0
405811,14,Landscape,1,1,6,15,38,50,39,17,9,4
403684,15,Nature,3,8,16,56,43,27,5,4,2,1
402856,14,Landscape,0,1,11,31,54,40,22,11,5,0
404999,15,Nature,2,5,15,30,62,37,13,5,1,1
403784,15,Nature,1,2,13,16,40,52,25,10,8,4
402355,2,Cityscape,13,30,39,46,25,6,3,2,0,1
403709,15,Nature,1,3,12,33,58,44,14,6,5,0
405099,14,Landscape,2,2,16,26,70,35,16,3,4,0
403746,14,Landscape,0,1,6,9,14,32,32,27,23,20
403887,27,Rural,0,2,7,21,65,40,23,4,2,0
403476,20,Architecture,1,1,7,20,57,49,19,10,3,1
404399,14,Landscape,1,5,20,48,57,30,5,1,2,1
405697,14,Landscape,0,0,1,3,25,50,44,36,18,8
405614,14,Landscape,3,5,16,34,68,25,8,4,2,0
405064,15,Nature,1,4,16,37,57,38,6,5,3,0
404230,18,Still Life,0,1,4,12,40,53,30,21,11,6
405883,14,Landscape,2,9,33,60,48,16,4,2,1,0
405726,14,Landscape,1,6,19,41,51,34,13,9,2,2
405885,15,Nature,0,0,4,6,34,52,39,23,12,3
405031,15,Nature,0,1,3,19,44,47,33,14,8,4
405293,7,Sky,2,3,12,41,65,26,10,9,2,1
405343,14,Landscape,1,2,11,41,59,38,13,1,1,3
405348,15,Nature,3,6,18,48,54,29,12,6,0,0
405512,2,Cityscape,2,3,8,21,61,50,20,5,2,4
404111,15,Nature,3,4,15,36,53,34,15,2,3,0
405662,15,Nature,0,0,5,25,39,61,28,9,3,3
406002,20,Architecture,1,8,6,26,45,48,22,16,6,4
404899,18,Still Life,3,4,10,31,68,40,12,3,2,0
405642,14,Landscape,1,10,17,48,67,19,6,3,0,0
405492,20,Architecture,0,3,8,17,38,49,34,24,5,6
405863,7,Sky,1,3,7,21,52,54,22,15,3,0
404997,2,Cityscape,0,1,4,15,35,48,37,20,12,4
403161,20,Architecture,14,17,38,43,38,14,4,2,0,1
405791,14,Landscape,2,9,20,59,45,19,5,2,1,0
404487,15,Nature,2,7,14,28,57,39,15,5,6,1
403281,14,Landscape,1,1,7,26,75,29,17,7,2,3
406056,15,Nature,2,2,15,25,52,51,19,7,4,1
403187,14,Landscape,4,11,22,57,39,20,6,3,2,0
405739,28,Water,0,2,4,24,58,50,20,10,5,1
405789,15,Nature,1,4,12,50,50,34,14,7,1,1
406034,14,Landscape,0,2,4,21,57,61,24,12,7,1
406043,7,Sky,1,0,3,12,50,47,34,20,5,3
405729,20,Architecture,1,1,3,12,40,53,38,21,9,2
405422,20,Architecture,0,4,9,26,67,45,20,2,1,2
406038,20,Architecture,0,2,8,12,42,55,35,22,8,4
403009,15,Nature,6,8,22,65,43,13,4,4,1,1
404211,27,Rural,0,1,1,18,41,50,31,16,7,1
403598,2,Cityscape,3,4,15,40,47,36,18,3,4,0
405857,15,Nature,3,8,19,38,64,30,6,1,0,2
402483,15,Nature,2,5,8,22,50,40,25,8,2,2
404471,14,Landscape,2,13,17,46,50,22,13,7,3,0
404879,14,Landscape,1,0,5,17,37,49,38,20,6,3
402815,14,Landscape,0,0,3,12,53,61,34,13,3,3
403963,28,Water,3,4,16,50,55,23,6,1,1,1
404494,7,Sky,2,3,6,32,60,35,19,6,4,2
405538,2,Cityscape,0,3,9,26,68,38,11,5,1,0
402590,27,Rural,2,4,21,52,61,25,8,1,1,0
405931,7,Sky,1,3,1,19,57,47,29,17,2,4
405532,15,Nature,2,3,14,43,61,29,13,6,2,1
406012,20,Architecture,2,1,13,30,71,41,16,6,2,1
405719,20,Architecture,0,4,7,21,62,48,24,4,4,2
405955,14,Landscape,3,2,6,27,51,62,17,10,2,0
687334,2,Cityscape,2,5,17,27,60,43,9,2,2,2
686413,7,Sky,9,15,26,47,47,12,4,1,1,0
686440,18,Still Life,3,2,12,30,59,34,10,8,3,3
687218,15,Nature,0,4,10,11,32,46,38,22,7,5
686564,15,Nature,7,8,19,52,42,19,11,1,1,1
687801,27,Rural,2,8,12,30,47,38,17,8,2,2
687084,20,Architecture,25,30,47,35,23,4,1,1,0,0
687605,15,Nature,0,0,6,17,42,59,20,19,6,2
687896,2,Cityscape,0,2,6,19,43,48,27,16,9,2
686418,15,Nature,0,6,9,25,61,40,15,10,3,2
686549,14,Landscape,0,1,5,12,29,39,45,22,18,7
687754,7,Sky,3,10,15,48,59,27,5,5,0,0
687891,14,Landscape,4,6,26,38,59,32,7,0,2,0
687128,28,Water,2,0,3,15,42,44,20,16,19,10
687062,15,Nature,1,4,12,25,43,46,26,11,9,3
687526,15,Nature,2,6,16,41,56,31,9,2,1,0
687781,18,Still Life,2,12,20,33,58,24,8,6,0,0
687839,14,Landscape,0,2,1,5,19,37,46,30,19,18
687826,7,Sky,0,0,5,12,44,48,46,17,6,2
686872,15,Nature,2,16,25,43,51,14,7,3,0,2
685742,14,Landscape,0,2,8,12,59,49,28,10,6,6
686229,14,Landscape,1,5,12,32,43,38,30,13,2,1
687192,14,Landscape,2,7,14,53,62,20,11,3,1,0
687362,14,Landscape,7,9,20,42,55,17,5,1,1,0
686859,2,Cityscape,0,1,9,25,41,63,24,5,2,1
685679,2,Cityscape,1,3,2,17,44,33,40,25,7,4
686623,14,Landscape,0,8,7,22,59,39,26,10,3,2
686874,15,Nature,1,3,11,33,72,27,7,8,3,1
687249,14,Landscape,1,5,15,22,57,42,19,5,3,0
687626,15,Nature,1,4,17,30,70,30,14,9,3,2
686443,15,Nature,0,5,6,31,67,33,18,5,1,1
687765,15,Nature,1,5,14,27,58,45,17,8,2,0
687708,14,Landscape,0,3,3,10,34,45,44,22,14,6
687599,2,Cityscape,0,1,6,24,47,49,31,13,8,1
686420,18,Still Life,0,2,9,25,54,52,28,5,2,1
687866,28,Water,0,5,13,18,52,50,27,13,2,1
687504,14,Landscape,1,0,15,24,59,40,23,7,7,0
686772,14,Landscape,3,4,9,18,51,44,31,8,7,1
685888,15,Nature,3,4,27,59,53,14,3,7,0,0
687471,14,Landscape,2,0,9,11,20,43,40,28,17,10
687836,15,Nature,0,4,13,30,63,36,10,5,0,0
687746,15,Nature,3,2,8,19,35,31,33,21,4,10
686834,2,Cityscape,2,6,15,26,66,37,13,2,1,0
687633,15,Nature,3,6,15,47,58,32,11,6,0,1
687860,15,Nature,0,3,15,27,55,35,23,14,3,2
687490,15,Nature,7,9,22,62,40,12,9,6,1,0
686911,20,Architecture,0,1,4,13,28,54,39,18,10,1
686658,7,Sky,1,2,9,25,50,49,24,9,5,2
687041,28,Water,8,12,19,53,38,26,11,1,4,1
687728,7,Sky,1,2,5,18,42,51,33,14,9,4
687888,14,Landscape,3,8,13,39,59,24,11,6,0,1
687802,18,Still Life,6,12,22,52,57,13,2,0,1,0
687294,14,Landscape,0,2,3,15,55,59,33,8,4,1
687777,20,Architecture,2,5,8,27,57,42,15,6,2,1
686895,15,Nature,5,12,17,46,52,17,10,3,2,0
687733,18,Still Life,2,8,13,41,61,29,13,3,4,3
687416,18,Still Life,1,4,17,37,55,25,16,8,1,1
687345,20,Architecture,0,7,13,31,64,35,18,7,4,2
687336,14,Landscape,2,4,6,16,46,52,27,13,6,4
686411,20,Architecture,3,2,10,20,45,50,26,9,2,1
687889,14,Landscape,0,1,2,5,27,38,54,32,24,12
686701,14,Landscape,0,1,7,19,34,47,36,13,7,2
686784,14,Landscape,0,4,5,21,50,41,34,12,3,1
687862,20,Architecture,0,0,2,9,30,55,42,22,11,2
687493,28,Water,1,3,14,30,72,36,14,2,2,0
687628,14,Landscape,3,6,21,45,62,21,7,2,1,0
687510,2,Cityscape,1,4,8,14,35,45,46,20,10,2
687854,28,Water,0,1,0,9,18,43,49,40,20,9
687382,14,Landscape,1,5,9,22,43,44,23,12,8,1
686407,15,Nature,5,23,46,53,32,11,3,2,0,0
685775,18,Still Life,2,1,3,20,63,52,18,7,3,4
687428,2,Cityscape,0,1,2,15,40,60,32,23,7,4
687892,20,Architecture,0,0,9,11,35,43,49,22,1,3
686376,18,Still Life,3,8,20,34,48,29,15,8,2,1
686575,14,Landscape,2,3,9,33,53,32,22,16,1,1
687509,15,Nature,3,11,13,52,59,23,8,2,1,0
687234,15,Nature,2,9,22,40,49,36,6,5,2,0
687712,14,Landscape,4,1,3,19,38,44,21,24,14,4
687598,15,Nature,0,4,4,15,42,50,37,21,5,2
687446,2,Cityscape,2,4,19,30,65,31,11,4,2,0
687343,28,Water,3,2,22,50,54,20,6,9,1,1
687887,15,Nature,2,4,3,20,59,42,21,13,4,2
686456,14,Landscape,2,9,22,40,62,23,10,1,2,0
687495,14,Landscape,1,3,4,21,53,50,19,19,4,5
687211,7,Sky,1,5,7,19,59,48,23,7,5,1
686913,14,Landscape,3,6,16,46,54,29,6,12,1,2
686960,15,Nature,3,3,20,36,65,34,10,6,1,0
686768,14,Landscape,1,4,9,26,55,40,21,8,3,3
687885,15,Nature,2,6,14,34,42,37,15,7,5,1
687602,14,Landscape,3,18,26,49,48,15,10,3,1,1
687099,15,Nature,1,2,3,11,36,52,34,22,8,5
687837,15,Nature,2,6,11,35,63,23,7,12,1,1
687760,18,Still Life,7,18,23,64,35,14,6,2,1,0
687815,15,Nature,9,17,29,52,43,7,4,0,1,0
687766,18,Still Life,0,8,12,37,63,32,9,2,2,0
686043,7,Sky,2,7,9,34,52,38,20,6,4,3
687505,15,Nature,1,2,18,42,64,26,9,4,2,0
802908,2,Cityscape,2,4,13,27,50,26,11,4,0,1
803292,15,Nature,0,1,10,14,55,33,15,9,1,2
801836,14,Landscape,2,5,10,23,59,23,4,5,2,1
801899,14,Landscape,7,15,22,33,47,14,2,0,0,0
803259,20,Architecture,2,0,5,7,26,42,26,20,9,9
803001,28,Water,3,2,7,22,41,39,15,6,1,1
803207,20,Architecture,3,2,11,20,47,45,10,2,1,0
802811,15,Nature,2,7,11,23,51,20,13,5,2,0
801866,15,Nature,0,4,6,16,49,38,16,7,3,0
802942,15,Nature,1,3,14,22,66,23,10,3,1,0
803049,15,Nature,1,5,11,36,54,22,2,2,0,0
802588,7,Sky,0,2,7,16,46,38,14,10,6,2
803279,14,Landscape,1,2,15,22,52,31,8,3,1,1
803195,2,Cityscape,14,16,28,38,38,4,1,0,0,0
802318,28,Water,7,10,28,38,41,13,0,1,2,0
803052,18,Still Life,5,6,16,30,51,17,8,0,0,0
803085,18,Still Life,0,0,5,5,34,55,26,15,5,3
803009,14,Landscape,4,8,14,44,52,8,4,0,0,0
803528,15,Nature,3,4,9,23,59,25,11,5,2,0
803403,15,Nature,2,1,18,38,49,18,12,6,0,0
803526,15,Nature,1,3,8,17,32,49,21,6,2,0
803450,14,Landscape,0,0,5,11,22,51,25,20,6,2
802963,27,Rural,0,0,3,11,34,39,29,23,7,1
803361,15,Nature,0,0,5,4,36,42,30,18,10,4
803115,15,Nature,0,2,13,28,50,34,9,4,1,1
802687,18,Still Life,1,7,9,30,55,27,6,2,1,0
803372,18,Still Life,0,3,13,21,50,33,14,5,2,0
803447,14,Landscape,1,2,8,20,44,30,17,7,5,2
803351,28,Water,0,0,6,12,31,45,29,15,5,3
802065,15,Nature,0,2,10,20,59,25,10,3,3,0
803013,15,Nature,0,3,4,13,34,56,23,7,4,3
803091,15,Nature,0,4,4,10,36,48,20,8,2,5
803550,18,Still Life,0,2,5,17,41,43,20,5,5,0
801865,15,Nature,0,1,5,11,53,36,14,14,4,0
803640,18,Still Life,0,3,5,15,51,40,20,8,2,2
802535,20,Architecture,1,7,11,26,52,24,10,5,3,0
803458,14,Landscape,1,5,15,27,63,20,5,3,1,0
803150,15,Nature,1,2,12,30,57,22,9,2,0,0
802922,15,Nature,0,3,8,28,62,23,13,3,3,1
802494,15,Nature,0,2,6,26,53,25,19,6,1,2
803126,20,Architecture,1,0,9,23,68,23,5,3,1,1
802978,2,Cityscape,0,0,5,11,33,33,19,21,12,10
802466,14,Landscape,0,3,7,15,56,39,18,3,5,1
802925,7,Sky,2,7,16,22,49,24,11,6,0,3
802110,27,Rural,0,2,4,11,40,57,19,10,2,0
802944,2,Cityscape,0,1,5,6,37,37,27,15,8,8
803290,14,Landscape,0,0,5,5,30,31,35,23,12,6
803396,7,Sky,0,9,8,23,58,27,11,4,1,0
802892,14,Landscape,1,3,15,27,61,20,4,1,0,0
803061,18,Still Life,0,5,5,12,35,50,21,14,2,1
803614,15,Nature,1,1,4,14,24,54,26,15,4,2
801999,20,Architecture,2,0,4,13,48,48,19,3,1,3
802902,2,Cityscape,1,1,5,12,53,40,12,10,2,1
802502,2,Cityscape,1,3,9,20,56,34,14,5,0,0
803220,15,Nature,1,1,6,20,32,39,24,7,5,2
803452,18,Still Life,0,6,13,31,62,18,6,2,0,1
802181,15,Nature,0,3,6,23,46,40,12,5,3,0
802934,20,Architecture,1,7,14,20,48,31,9,7,1,0
803608,27,Rural,1,4,10,29,47,36,8,3,1,0
803427,14,Landscape,0,3,13,24,57,30,6,2,0,0
803107,14,Landscape,1,1,13,26,58,22,12,5,0,0
802785,15,Nature,2,9,10,25,49,24,8,5,2,0
803371,15,Nature,0,7,9,24,64,21,3,1,3,0
802968,14,Landscape,3,8,16,30,64,17,4,1,1,0
802455,15,Nature,5,13,27,23,51,10,2,1,0,0
802725,14,Landscape,1,4,3,16,45,43,18,6,3,2
803602,15,Nature,0,0,3,9,34,39,31,17,6,3
803326,14,Landscape,0,1,3,15,41,44,19,14,6,2
802463,28,Water,0,0,7,16,47,31,20,10,1,0
802768,14,Landscape,1,4,7,15,44,37,24,7,1,0
803269,14,Landscape,0,0,5,14,34,41,24,13,4,5
910288,27,Rural,8,13,23,30,36,13,5,2,0,1
910046,15,Nature,0,3,9,17,35,34,20,9,4,4
910187,15,Nature,2,0,5,8,21,32,34,21,8,8
910287,18,Still Life,2,4,4,24,37,38,17,6,2,0
910038,15,Nature,1,0,8,27,55,27,10,2,0,1
909999,18,Still Life,2,1,11,24,54,25,14,3,2,1
910145,15,Nature,3,6,11,27,37,27,15,4,1,0
909850,15,Nature,3,4,10,27,50,30,6,2,1,0
910292,15,Nature,5,4,10,27,50,26,7,3,2,2
909774,2,Cityscape,1,3,10,32,38,39,13,4,0,1
909763,28,Water,1,2,6,23,52,29,12,6,1,2
910282,18,Still Life,4,0,2,10,30,51,30,8,8,0
909872,14,Landscape,1,3,5,18,54,30,17,5,2,3
910223,18,Still Life,4,1,10,30,56,26,6,5,0,0
910247,18,Still Life,1,0,5,15,34,48,26,7,3,0
267494,14,Landscape,3,14,30,61,58,11,4,1,0,1
267930,18,Still Life,0,6,7,37,80,27,11,5,4,2
267523,28,Water,6,10,17,36,59,34,9,3,2,3
268251,18,Still Life,2,3,15,50,67,28,10,4,1,4
267257,18,Still Life,2,0,3,8,37,55,43,20,15,4
268198,18,Still Life,1,0,3,19,55,53,30,10,5,7
268295,2,Cityscape,1,0,13,54,75,23,9,5,3,2
268033,18,Still Life,0,1,8,21,60,49,26,8,6,1
267188,18,Still Life,1,5,29,63,55,19,4,1,0,1
268280,18,Still Life,1,2,7,21,79,41,17,4,6,4
267888,18,Still Life,0,2,11,35,78,38,11,5,1,1
267466,18,Still Life,0,2,7,25,75,50,10,7,2,4
268165,18,Still Life,0,1,5,14,53,60,29,15,3,6
267828,18,Still Life,1,2,9,28,62,37,23,12,6,3
267935,18,Still Life,1,1,5,7,40,54,32,27,16,9
268139,18,Still Life,1,3,7,29,72,41,23,3,2,2
267619,14,Landscape,4,10,13,18,56,39,19,15,6,3
268268,18,Still Life,0,2,8,26,66,46,23,9,1,4
267581,18,Still Life,2,11,36,61,48,7,6,2,0,1
267342,18,Still Life,2,6,21,54,67,22,7,5,1,3
267853,18,Still Life,0,2,10,24,66,47,19,9,5,5
267909,18,Still Life,2,3,7,18,54,53,26,10,6,5
268084,18,Still Life,0,2,14,38,59,39,13,4,3,5
268300,18,Still Life,0,2,7,15,58,43,24,13,10,8
268208,18,Still Life,1,1,5,21,51,52,32,18,6,4
267522,18,Still Life,0,4,9,32,76,38,11,10,1,4
268225,14,Landscape,2,7,34,64,59,13,5,2,1,3
268264,18,Still Life,0,2,8,19,70,52,14,9,6,5
268080,14,Landscape,3,2,23,47,67,23,7,8,1,1
267534,18,Still Life,0,1,8,25,52,49,25,15,8,5
268233,18,Still Life,0,1,5,17,52,53,30,18,6,9
267277,18,Still Life,2,5,21,31,72,33,14,3,0,2
268199,18,Still Life,1,0,8,11,44,59,30,17,5,7
268090,18,Still Life,0,3,5,24,62,32,27,9,3,4
267252,18,Still Life,1,1,4,20,70,61,14,6,2,6
267151,18,Still Life,0,2,13,38,67,30,21,9,3,2
268227,18,Still Life,0,2,5,14,60,52,23,14,6,6
267293,18,Still Life,2,3,12,44,67,28,12,5,0,3
268085,14,Landscape,0,3,15,44,68,32,8,10,2,2
267903,18,Still Life,1,1,3,19,57,55,18,18,5,5
267669,18,Still Life,2,0,7,10,25,50,42,19,18,14
267873,18,Still Life,1,0,13,33,62,52,17,10,6,2
268079,18,Still Life,2,4,11,40,78,34,8,1,2,2
267227,18,Still Life,2,10,26,54,63,16,4,3,1,2
267431,18,Still Life,1,2,9,37,78,36,15,6,1,4
929615,14,Landscape,2,5,16,25,52,49,15,7,5,1
928778,15,Nature,5,13,13,42,49,33,11,6,1,1
929509,14,Landscape,4,6,11,40,60,31,16,5,1,1
929503,2,Cityscape,3,3,8,23,54,40,24,16,6,0
929379,2,Cityscape,4,5,15,36,65,30,15,1,0,1
332487,15,Nature,0,7,6,28,99,63,33,13,5,4
332324,20,Architecture,0,2,5,13,46,73,58,39,13,7
331857,20,Architecture,1,5,12,21,78,78,33,15,2,4
332123,20,Architecture,0,2,9,13,66,68,53,33,14,8
331852,20,Architecture,5,9,24,60,96,20,16,7,2,3
330957,14,Landscape,0,4,12,30,90,63,26,14,3,3
332489,27,Rural,1,2,10,34,88,57,38,8,4,4
332361,18,Still Life,1,5,25,48,97,49,14,9,3,2
331810,20,Architecture,5,11,35,74,61,24,10,3,1,3
331508,2,Cityscape,1,2,14,37,92,59,26,4,2,3
329567,14,Landscape,2,6,9,43,83,58,17,11,10,5
331502,15,Nature,3,8,18,71,90,32,9,2,1,2
331669,14,Landscape,3,6,6,20,50,54,52,33,17,7
332092,2,Cityscape,1,4,11,46,79,64,23,6,5,5
330740,20,Architecture,0,0,2,6,40,65,51,41,15,20
331677,20,Architecture,0,6,11,41,101,53,19,6,2,3
332104,18,Still Life,0,4,4,18,60,73,46,21,8,4
330063,20,Architecture,0,2,18,35,83,59,19,16,2,4
332461,2,Cityscape,2,2,3,26,67,70,37,29,8,6
332327,20,Architecture,7,14,11,36,64,64,28,21,8,5
331516,20,Architecture,4,4,22,50,101,39,12,6,1,2
330440,20,Architecture,0,1,12,14,69,67,48,23,15,4
331997,20,Architecture,3,5,21,70,102,30,10,1,2,2
330730,14,Landscape,7,8,23,50,78,35,26,4,3,6
332253,14,Landscape,4,5,16,39,61,68,31,12,13,7
331614,14,Landscape,3,5,11,22,47,66,42,23,17,13
331138,7,Sky,0,2,6,22,59,81,46,25,9,3
332225,15,Nature,16,24,40,61,59,24,5,1,0,3
330775,20,Architecture,0,7,12,36,92,73,28,6,0,3
332103,20,Architecture,2,13,28,74,84,29,12,1,0,2
331856,20,Architecture,2,2,9,36,97,61,19,8,5,2
331186,20,Architecture,2,1,5,13,32,73,67,34,24,18
331579,7,Sky,1,3,12,42,81,62,28,10,4,3
332229,27,Rural,3,11,35,58,67,35,15,10,4,4
331412,20,Architecture,1,5,9,38,66,74,36,21,7,4
332013,20,Architecture,0,3,5,22,78,73,35,22,8,3
330072,18,Still Life,0,6,17,40,78,67,33,11,4,2
332206,20,Architecture,0,4,3,23,66,80,34,24,10,16
332157,14,Landscape,12,33,61,53,50,18,5,3,0,5
331722,2,Cityscape,2,3,14,38,84,68,23,16,6,3
330613,15,Nature,10,20,31,65,77,34,11,1,0,2
332110,2,Cityscape,3,6,6,32,64,68,28,21,12,5
332153,18,Still Life,4,7,21,70,91,38,14,5,3,2
330423,20,Architecture,2,2,9,65,94,49,16,6,4,3
332212,20,Architecture,0,4,10,27,75,74,35,18,3,4
330584,20,Architecture,2,6,16,56,102,45,8,4,1,2
330391,2,Cityscape,4,5,13,47,90,55,21,10,3,3
331600,18,Still Life,1,8,17,28,78,61,32,11,4,9
331065,20,Architecture,3,3,12,45,110,30,11,10,1,2
332316,7,Sky,3,6,37,73,86,32,4,4,0,2
330417,20,Architecture,0,1,5,11,22,39,62,49,34,48
331501,2,Cityscape,2,4,9,32,84,53,36,25,7,7
332006,14,Landscape,0,6,8,24,59,84,39,29,8,4
331603,18,Still Life,14,19,53,59,59,22,9,2,2,4
332438,7,Sky,0,1,8,18,77,81,38,8,11,4
330169,18,Still Life,0,2,7,13,62,61,46,34,16,13
332404,14,Landscape,0,3,6,29,81,74,29,23,6,6
332028,20,Architecture,2,4,18,58,74,51,19,7,6,2
332358,14,Landscape,2,5,25,60,67,39,20,10,4,3
329685,20,Architecture,0,1,8,24,70,76,35,28,7,10
332298,7,Sky,4,8,20,38,81,49,23,9,6,5
332472,2,Cityscape,1,3,11,46,101,51,16,10,4,2
331964,20,Architecture,2,5,24,53,80,57,12,7,2,3
330915,2,Cityscape,1,1,9,40,78,61,28,13,7,7
332340,27,Rural,1,5,16,43,87,45,24,9,3,2
332228,2,Cityscape,2,2,7,38,107,57,21,8,6,3
331493,20,Architecture,1,3,11,33,71,49,43,29,9,8
329777,14,Landscape,10,14,26,72,74,26,7,5,2,2
329971,20,Architecture,1,5,6,25,95,61,28,17,2,3
331923,2,Cityscape,3,2,7,13,54,53,65,29,16,9
332488,14,Landscape,1,4,9,18,85,76,34,15,4,5
332455,14,Landscape,5,10,13,23,72,58,39,14,13,7
331738,20,Architecture,1,6,17,35,105,59,22,8,3,5
331770,20,Architecture,0,3,10,15,61,70,49,28,15,6
332159,20,Architecture,2,0,8,22,82,77,32,18,7,5
331376,2,Cityscape,4,5,30,76,77,23,10,6,1,4
332275,18,Still Life,2,2,5,35,73,81,32,12,4,4
331422,7,Sky,0,2,8,14,54,83,42,26,8,5
332462,20,Architecture,0,4,16,47,100,50,18,11,2,2
331177,20,Architecture,0,4,11,29,71,69,38,16,11,6
332287,15,Nature,3,10,22,54,77,45,14,10,5,6
331961,14,Landscape,1,5,9,32,88,66,23,11,6,5
332202,20,Architecture,0,0,4,16,55,69,58,22,18,12
331606,20,Architecture,0,2,10,37,86,54,29,11,5,5
332281,20,Architecture,2,3,32,68,98,25,6,3,2,2
332289,20,Architecture,4,8,18,66,94,45,13,5,1,4
332190,2,Cityscape,0,1,6,30,83,70,30,9,10,5
332271,20,Architecture,6,7,30,52,90,33,13,4,2,2
331607,20,Architecture,0,9,13,40,80,61,23,7,4,2
332363,20,Architecture,1,2,12,31,84,69,25,10,4,5
331939,15,Nature,8,12,22,63,80,34,11,7,3,2
332233,20,Architecture,2,4,16,60,104,38,10,3,0,2
331031,20,Architecture,1,0,5,31,82,71,45,11,4,4
331750,20,Architecture,0,5,7,22,75,70,32,20,3,5
332015,20,Architecture,2,9,14,34,100,54,22,9,3,2
331711,20,Architecture,3,2,8,29,57,75,41,24,5,3
330506,15,Nature,3,12,34,70,84,22,8,7,0,2
332197,20,Architecture,10,10,39,89,58,23,4,7,1,3
332022,20,Architecture,3,6,19,48,106,47,9,3,2,3
332234,2,Cityscape,3,10,28,55,90,31,8,2,2,2
330794,20,Architecture,4,12,43,74,90,23,6,3,0,3
331259,20,Architecture,0,3,12,22,69,67,41,15,9,6
331704,2,Cityscape,2,2,11,49,87,49,22,6,2,3
332348,20,Architecture,2,4,11,60,85,49,18,7,0,2
332299,14,Landscape,1,2,6,24,69,69,48,19,15,10
331828,7,Sky,3,9,25,47,77,36,19,10,7,5
332277,14,Landscape,2,3,17,42,86,48,19,8,4,2
332217,2,Cityscape,1,0,5,22,73,70,48,25,9,12
331954,20,Architecture,1,2,5,25,62,91,45,19,7,7
331965,20,Architecture,1,3,8,45,81,65,27,9,3,4
332062,20,Architecture,1,3,7,26,72,64,41,24,8,5
330320,20,Architecture,3,3,21,67,79,47,13,9,2,3
331591,20,Architecture,1,3,15,34,82,67,27,10,3,2
